Counseling MS,"['Develop knowledge foundational to the practice of mental health counseling including normative and nonnormative human development; individual, group, and couples/family counseling; cultural and social diversity. measurement and evaluation; and exposure to crisis, trauma, and stress.', 'Develop understanding, identification with and comportment with the profession of mental health counseling including standards of care, moral and ethical principles, professional identity, professional relationships, professional demeanor, self-reflection, and awareness of impact on others.', 'Apply principles associated with multiculturalism, polyculturalism, and social justice.', 'Develop skills for effective individual, family, and group counseling for mental health concerns and well-being as well as effective consultation, evaluation and progress monitoring.']"
Counseling Psychology PHD,['Develop a multicultural competence and social justice orientation.']
Creative Writing MFA,"[""Recognize and apply principles of ethical conduct with respect to one's work.""]"
Criminal Justice UCrt,['To develop an appreciation of mental health and substance abuse as they intersect with the criminal justice system.']
"Culture, History & Enviro GCrt","['Gain an understanding of a significant variety of disciplinary approaches to the study of environmental change and the interactions of humans with the natural environment.', 'Learn to use differing forms of evidence and methods of analysis that can be employed to understand past environmental change and its human meanings.']"
Curriculum & Instruction MS,[]
Curriculum & Instruction PHD,[]
Cytotechnology,['Demonstrate professional and ethical standards of conduct within the medical laboratory']
Dairy Farm Management FISC,[]
Dairy Science BS,[]
Dairy Science MS,['Foster ethical and professional conduct and have knowledge in a broad range of areas that are important for their professional development.']
Dairy Science PHD,['Foster ethical and professional conduct and have knowledge in a broad range of areas that are important for their professional development.']
Dance BFA,[]
Dance BS,[]
Dance Studies UCrt,[]
Dance UCrt,['Demonstrate an intermediate level of contemporary dance literacy and artistry.']
Data Analy Decsn Makng CAP,[]
Data Science BA,"['Conduct data science activities aware of and according to policy, privacy, security and ethical considerations.']"
Data Science UCrt,"['Articulate policy, privacy, security and ethical considerations in data science projects.']"
Design + Innovation MS,['Apply principles of ethical and professional conduct in a field experience.  ']
Design Strategy UCrt,"['Incorporate methods that rely on team work, communication, and collaborative activity.', 'Become collaborative, divergent thinkers, able to generate and visually communicate multiple ideas.']"
Development Econ UCrt,"['Understand the contributions of private and public investments in areas such as agriculture, education, environmental resources, health care, industrialization, and technology adoption to growth and development, and the methods for measuring those effects.', 'Understand the impacts of global economic processes, such as trade foreign investment, and migration, on growth and development.']"
Development PHD,"['Fosters ethical and professional conduct in their research, teaching, and policy work.']"
Digital Cinema Production UCrt,['Employ collaborative work skills to perform in the role of leaders or members of production crews/groups.']
Digital Studies UCrt,['To understand the professional and ethical principles related to the field of digital studies.']
Disability Rights & Srvs UCrt,"['Explore the societal aspects of disabilities, including the culture of disabilities, attitudes toward persons with disabilities, and quality of life issues.', 'Explore the societal aspects of disabilities, including the culture of disabilities, attitudes toward persons with disabilities, and quality of life issues.']"
Diversified Ag Operations FISC,[]
East Asian Studies UCrt,"['(Historical Grounding) understanding the historical, political, and cultural forces and conditions that have given rise to the unity and diversity in the region today.']"
East Central European LLC UCrt,[]
Economic Analytics UCrt,[]
Economics BA,[]
Economics MS,['Conducts empirical research following ethical principles of the discipline for using sources.']
Economics PHD,['Follows ethical principles of the discipline in using sources in research.']
Ed Leadership & Pol Anlys MS,['Recognizes and applies principles of ethical and professional conduct.']
Ed Leadership & Pol Anlys PHD,['Fosters ethical and professional conduct.']
Educ & Educational Svcs UCrt,['Understand how learning environments and pedagogical practices for students are grounded in concepts and interpretive frameworks provided by disciplines that study human development and learning. Understand both typical and atypical development in relation to education.']
Education Studies BS,"['Examine education policy from multiple theoretical perspectives (e.g., ethical/philosophical, economic/political, etc.).']"
Educational Policy Stds MA,"['Understand educational inequality related to race, class, gender and/or other dimensions.', 'Recognize and apply principles of ethical research.', 'Understand educational inequality related to race, class, gender and/or other dimensions.']"
Educational Policy Stds PHD,"['Understand and analyze educational inequality related to race, class, gender and/or other dimensions.', 'Apply professional principles of ethical research.', 'Understand and analyze educational inequality related to race, class, gender and/or other dimensions.']"
Educational Policy Stds UCrt,"['Examine education policy from multiple theoretical perspectives (e.g., ethical/philosophical, economic/political, etc.).']"
Educational Psychology MS,"['Become acquainted with the implications of human diversity (in terms of individual abilities and orientations and sociocultural backgrounds) for research and practice in their chosen field of study.', 'Learn how to conduct research or program implementation/evaluation in accordance with ethical standards established in their field of inquiry.']"
Educational Psychology PHD,"['Communicate effectively in collaborative work, instructional activities, and/or consultation settings with students and professional colleagues.', 'Demonstrate a knowledge of and sensitivity to human diversity in terms of individual abilities and orientations and sociocultural backgrounds.  ', 'Conduct research or program implementation / evaluation in accordance with ethical standards established in their field of inquiry.']"
Electrical Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Electrical Engineering MS,['Recognize and apply principles of ethical and professional conduct.']
Electrical Engineering PHD,['Recognize and apply principles of ethical and professional conduct.']
Elementary Education BSE,"['Collaborate with others to create supportive, inclusive, linguistically responsive, and safe learning environments that help all learners meet high standards and reach their full potential.', 'Collaborate with others to create supportive, inclusive, linguistically responsive, and safe learning environments that help all learners meet high standards and reach their full potential.']"
Endocrin-ReprodPhysiol MS,"['Recognize and apply principles of ethical and professional conduct.', 'Foster ethical and professional conduct.', 'Identify incentives and structures that may encourage unethical research practices and behaviors.', 'Identify resources to help manage or report potential ethical misconduct']"
Endocrin-ReprodPhysiol PHD,"['Recognize and apply principles of ethical and professional conduct.', 'Foster ethical and professional conduct.', 'Identify incentives and structures that may encourage unethical research practices and behaviors.', 'Identify resources to help manage or report potential ethical misconduct.']"
Energy Analysis Policy GCrt,"['Analyze and compare the sustainability of different energy sources/technologies from the perspective of engineering, economics, environmental impacts, and security of supply.', 'Demonstrate an awareness of the socio-political institutions that govern the energy industry and the societal and social justice impacts of energy policies.', 'Analyze and compare the sustainability of different energy sources/technologies from the perspective of engineering, economics, environmental impacts, and security of supply.']"
Eng Thermal Energy Sys UCrt,[]
Engin for Energy Sust UCrt,"['Understand how energy decisions are impacted by environmental, social, economic or political factors.', 'Synthesize knowledge of the technical/physical aspects of energy with the social/environmental factors to analyze how energy choices impact the sustainability of energy systems.', 'Synthesize knowledge of the technical/physical aspects of energy with the social/environmental factors to analyze how energy choices impact the sustainability of energy systems.', 'Apply interdisciplinary energy knowledge to analyze, design or solve a matter of real world significance related to sustainability of energy use.']"
Engine Design CAP,[]
Engineering ME,['Recognize and apply principles of ethical and professional conduct.']
Engineering Mechanics BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Engineering Mechanics MS,['Recognize and apply principles of ethical and professional conduct.']
Engineering Mechanics PHD,['Recognize and apply principles of ethical and professional conduct.']
Engineering Physics BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering research practices to produce results that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
English BA,[]
English MA,['Fosters ethical and professional conduct.']
English PHD,['Fosters ethical and professional conduct.']
Entomology BS,[]
Entomology MS,"['Develop a broad knowledge base of entomology, inclusive of suborganismal, organismal, and applied entomology.']"
Entomology PHD,"['Develop a broad knowledge base of entomology, inclusive of suborganismal, organismal, and applied entomology.']"
Entrepreneurship GCrt,[]
Entrepreneurship UCrt,[]
Envirnmtl Remediatn & Mgmt MS,"['Demonstrate understanding of the regulatory requirements pertinent to the assessment, investigation and remediation of environmental contamination.', 'Identify the nature, source, and mobility of environmental contaminants.', 'Demonstrate understanding of the regulatory requirements pertinent to the assessment, investigation and remediation of environmental contamination.', 'Create reports for the assessment, investigation, and closure of environmentally contaminated sites. ', 'Collect environmental soil and groundwater samples, prepare samples for analysis, and interpret analytical data.', 'Manage projects in environmental assessment, investigation, and remediation.']"
Environment & Resources MS,"[""Demonstrate master's level knowledge of interdisciplinary environmental studies. "", 'Demonstrate master?s level knowledge of a substantive area of environmental studies, adequate to undertake their M.S. thesis.']"
Environment & Resources PHD,"['Demonstrate doctoral level knowledge of interdisciplinary environmental studies.', 'Demonstrate doctoral level knowledge of a substantive area of environmental studies, adequate to begin preparing their Ph.D. dissertation.', 'Demonstrate skill in conducting academic research and scholarly inquiry that advances the interdisciplinary field of environmental studies.']"
Environmental Chem & Tech MS,"['Articulate research problems, potentials, and limits with respect to theory, knowledge, or practice within the field of environmental chemistry and technology.', 'Formulate ideas, concepts, and/or techniques beyond the current boundaries of knowledge in environmental chemistry and technology.', 'Advance contributions to the field of environmental chemistry.', 'Recognize and apply principles of ethical and professional conduct.']"
Environmental Chem & Tech PhD,"['Articulate research problems, potentials, and limits with respect to theory, knowledge, or practice within the field of environmental chemistry and technology.', 'Formulate ideas, concepts, and/or techniques beyond the current boundaries of knowledge in environmental chemistry and technology.', 'Advance contributions to the field of environmental chemistry.', 'Fosters ethical and professional conduct.']"
Environmental Conservation MS,"['Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Conservation Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Conservation Named Option)', 'Conceptualize, strategize, design, and implement innovative environmental problem-solving techniques. (Environmental Conservation Named Option)', 'Demonstrate competence in core professional skills related to conservation practice, including: written, verbal, and visual communication; conflict resolution; interdisciplinary team building and problem definition; conservation planning; and program evaluation. (Environmental Conservation Named Option)', 'Recognize and apply principles of ethical and professional conduct in environmental conservation. (Environmental Conservation Named Option)', 'Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Observation and Informatics Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Observation and Informatics Named Option)', 'Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Conservation Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Conservation Named Option)', 'Conceptualize, strategize, design, and implement innovative environmental problem-solving techniques. (Environmental Conservation Named Option)', 'Demonstrate competence in core professional skills related to conservation practice, including: written, verbal, and visual communication; conflict resolution; interdisciplinary team building and problem definition; conservation planning; and program evaluation. (Environmental Conservation Named Option)', 'Recognize and apply principles of ethical and professional conduct in environmental conservation. (Environmental Conservation Named Option)', 'Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Observation and Informatics Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Observation and Informatics Named Option)', 'Choose and apply the most appropriate and powerful platforms and technologies to address environmental challenges related to both human activities and natural dynamics. Interpret remotely-sensed earth observation data and apply those data to complex environmental problems. (Environmental Observation and Informatics Named Option)', 'Construct models of environmental phenomena to better understand natural processes and human actions, to predict and project future outcomes and scenarios, and to quantitatively evaluate those scenarios to enable more informed management and policy decisions. Conduct robust statistical analyses to examine quantitative model output and distributed environmental data, and interpret resulting patterns and trends. (Environmental Observation and Informatics Named Option)', 'Drive strategic thinking to design and manage the use of observation technologies to advance policy and program direction, and engage with organization leadership. (Environmental Observation and Informatics Named Option)', 'Conceptualize, strategize, design, and implement innovative environmental problem-solving techniques. (Environmental Observation and Informatics Named Option)', 'Demonstrate competence in core professional skills related to earth observation practice including written, verbal, and visual communication; conflict resolution; interdisciplinary team building and problem definition; mission planning; and program evaluation. (Environmental Observation and Informatics Named Option)', 'Recognize and apply principles of ethical and professional conduct in environmental observation and informatics. (Environmental Observation and Informatics Named Option)', 'Recognize and apply principles of ethical and professional conduct in environmental conservation. (Environmental Conservation Named Option)', 'Recognize and apply principles of ethical and professional conduct in environmental observation and informatics. (Environmental Observation and Informatics Named Option)', 'Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Conservation Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Conservation Named Option)', 'Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Observation and Informatics Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Observation and Informatics Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Conservation Named Option)', 'Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Observation and Informatics Named Option)']"
Environmental Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives ', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives ', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives ']"
Environmental Sciences BA,"['Demonstrate understanding of Environmental Science fundamentals in the context of biology, chemistry, mathematics, statistics, and physics.', 'Demonstrate a quantitative and qualitative understanding of the ecological relationships (material and energetic) between organisms, both as individuals and in groups, and their biotic and abiotic environment. This may include processes influencing the distribution and abundance of organisms.', 'Demonstrate a quantitative and qualitative understanding of the physical, largely abiotic, conditions (e.g. climate, water, soil, air, noise, greenspace, etc.) of the environment. The physical environment can include natural or managed settings such as urban environments.', ""Demonstrate a quantitative and qualitative understanding of geospatial processes and information as it relates to the environment including how to collect, interpret, and analyze geospatial information regarding the features of the Earth's surface. These technologies may include geographic information systems (GIS), the global positioning system (GPS), digital maps, and satellite based remote sensing."", 'Demonstrate a basic understanding of relationships that focus on the organization and implementation of laws, regulations, and other policy mechanisms concerning environmental issues and sustainability and their effect on society. This includes how human behaviors influences, and are also influenced by, the natural environment.', 'Apply skills in critical thinking, problem identification and resolution of a complex environmental issues that require interdisciplinary solutions and team-based work.', 'Articulate the role of environmental science in one or more focused areas of a specific environmental discipline (e.g. geology, soils, atmosphere, water, plants, animals).', 'Demonstrate a basic understanding of relationships that focus on the organization and implementation of laws, regulations, and other policy mechanisms concerning environmental issues and sustainability and their effect on society. This includes how human behaviors influences, and are also influenced by, the natural environment.']"
Environmental Sciences BS-ALS,"['Demonstrate understanding of Environmental Science fundamentals in the context of biology, chemistry, mathematics, statistics, and physics.', 'Demonstrate a quantitative and qualitative understanding of the ecological relationships (material and energetic) between organisms, both as individuals and in groups, and their biotic and abiotic environment. This may include processes influencing the distribution and abundance of organisms.', 'Demonstrate a quantitative and qualitative understanding of the physical, largely abiotic, conditions (e.g. climate, water, soil, air, noise, greenspace, etc.) of the environment. The physical environment can include natural or managed settings such as urban environments.', ""Demonstrate a quantitative and qualitative understanding of geospatial processes and information as it relates to the environment including how to collect, interpret, and analyze geospatial information regarding the features of the Earth's surface. These technologies may include geographic information systems (GIS), the global positioning system (GPS), digital maps, and satellite based remote sensing."", 'Demonstrate a basic understanding of relationships that focus on the organization and implementation of laws, regulations, and other policy mechanisms concerning environmental issues and sustainability and their effect on society. This includes how human behaviors influences, and are also influenced by, the natural environment.', 'Apply skills in critical thinking, problem identification and resolution of a complex environmental issues that require interdisciplinary solutions and team-based work.', 'Articulate the role of environmental science in one or more focused areas of a specific environmental discipline (e.g. geology, soils, atmosphere, water, plants, animals).', 'Demonstrate a basic understanding of relationships that focus on the organization and implementation of laws, regulations, and other policy mechanisms concerning environmental issues and sustainability and their effect on society. This includes how human behaviors influences, and are also influenced by, the natural environment.']"
Environmental Studies BA,"['Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global.', 'Explain the social and historical processes that impact our current environments. Interpret the meanings, values, and aesthetics that are created, shaped, and revealed as humans interact with and modify the environments they inhabit.', 'Explain ecological processes and fundamental principles of environmental sciences relating to humanity?s key environmental challenges of the past, present, and future.', 'Apply perspectives and techniques drawn from a coordinate major to develop interdisciplinary responses to environmental questions.', 'Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global.', 'Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global.']"
Environmental Studies UCrt,"['Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global.', 'Explain the social and historical processes that impact our current environments. Interpret the meanings, values, and aesthetics that are created, shaped, and revealed as humans interact with and modify the environments they inhabit.', 'Explain ecological processes and fundamental principles of environmental sciences relating to humanity?s key environmental challenges of the past, present, and future.', 'Apply perspectives and techniques drawn from a coordinate major to develop interdisciplinary responses to environmental questions.', 'Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global.', 'Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global.']"
Epidemiology MS,['Recognize and apply principles of ethical professional conduct in their scholarship.']
Epidemiology PHD,"['Demonstrate breadth and depth of knowledge of Epidemiology in a specific substantive area, such as, but not limited to, infectious diseases, genetics, sleep, chronic diseases, environmental, and social epidemiology.', 'Recognize and apply principles of ethical and professional conduct in their scholarship.']"
European Studies GCrt,"['Regional expertise: advanced knowledge of the societies and cultures of the region through in-depth understanding of the principal historical, social, political, cultural and scientific forces and conditions that have given rise to the unity and diversity in the region today.']"
European Studies UCrt,"['(Historical Grounding) understanding the historical, political, and cultural forces and conditions that have given rise to the unity and diversity in the region today.']"
Farm and Equipment Ops FISC,"[""Apply scientific and management principles to running an agricultural operation, including developing new solutions to fit the demands and challenges of working and operating a farm or agribusiness in today's changing environment. "", 'Evaluate and design the sustainability of farm and agribusinesses by considering the economic, environmental, and social contexts.', 'Evaluate and design the sustainability of farm and agribusinesses by considering the economic, environmental, and social contexts.']"
Fdn of Farm&Agribus Mgmt FISC,"[""Apply scientific and management principles to running an agricultural operation, including developing new solutions to fit the demands and challenges of working and operating a farm or agribusiness in today's changing environment."", 'Evaluate and design the sustainability of farm and agribusinesses by considering the economic, environmental, and social contexts.', 'Evaluate and design the sustainability of farm and agribusinesses by considering the economic, environmental, and social contexts.']"
Financial Economics MS,['Recognize and apply principles of ethical and professional conduct.']
Fndtns of Prof Develop CAP,"['Strategically manage complex information and projects in a digital environment.', 'Employ proven methods to effectively and ethically work across disciplinary and organizational boundaries.']"
Folklore UCrt,"['Apply and engage in ethical considerations in research and collaborative practice, particularly with reference to cultural, economic, religious, ethnic, and gender diversity.', 'Apply and engage in ethical considerations in research and collaborative practice, particularly with reference to cultural, economic, religious, ethnic, and gender diversity.', 'Apply and engage in ethical considerations in research and collaborative practice, particularly with reference to cultural, economic, religious, ethnic, and gender diversity.']"
Food Science BS,[]
Food Science MS,['Complies with principles of ethical and professional conduct.']
Food Science PHD,['Fosters ethical and professional conduct.']
Food Systems UCrt,"['Evaluate critically how political, social, economic, and environmental forces interact to shape food systems.', 'Evaluate critically the social, economic, and environmental outcomes of different food systems. ']"
Forest Science BS,"['(Ecology) Understanding of ecological concepts and principles including the structure and function of ecosystems, plant and animal communities, competition, diversity, population dynamics, succession, disturbance, and nutrient cycling.', '(Ecology) Understanding of ecological concepts and principles including the structure and function of ecosystems, plant and animal communities, competition, diversity, population dynamics, succession, disturbance, and nutrient cycling.', '(Ecology) Ability to make ecosystem, forest, and stand assessments.', '(Forest Resources Measurement and Management) Ability to analyze the economic, environmental, and social consequences of forest resource management strategies and decisions.', '(Ecology) Understanding of soil properties and processes, hydrology, water quality, and watershed functions.', '(Ecology) Understanding of taxonomy and ability to identify forest and other tree species, their distribution, and associated vegetation and wildlife.']"
Forestry MS,[]
Forestry PHD,[]
French BA,"['Demonstrate awareness of difference and diversity by comparing and contrasting culturally situated beliefs, behaviors, and norms of the French-speaking world with those found in their own culture (cross-cultural awareness).']"
French BSE,[]
French MA,['Recognize and apply principles of ethical and professional conduct.']
French PHD,['Foster ethical and professional conduct.']
French Studies MFS,[]
French Studies Teachers CAP,[]
French UCrt,"['(Cross-cultural awareness) Demonstrate awareness of difference and diversity by comparing and contrasting culturally situated beliefs, behaviors, and norms of the French-speaking world with their own.']"
Freshwater & Marine Sci MS,"['Recognize and applies principles of ethical conduct.', 'Articulate, critique, or elaborate the theories, research methods, and approaches to inquiry or practice in the relevant area of freshwater and/or marine sciences.', 'Understand the historical or global context of freshwater and/or marine sciences.', ""Evaluate or synthesize information pertaining to questions or challenges in the students' area of specialization within the freshwater and marine sciences.""]"
Freshwater & Marine Sci PHD,"['Foster ethical conduct and professional guidelines.', 'Articulate challenges, frontiers, and limits with respect to theory, knowledge or practice within relevant areas of freshwater and marine sciences.', 'Demonstrate breadth within freshwater and marine sciences.']"
Fundmntls of Clinic Rsrch CAP,"['Apply and foster professional, ethical and responsible conduct of  clinical research.', 'Apply and foster professional, ethical and responsible conduct of  clinical research.']"
Fundmntls of Clinic Rsrch GCrt,"['Apply and foster professional, ethical and responsible conduct of clinical research.', 'Apply and foster professional, ethical and responsible conduct of clinical research.']"
GIS Fundamentals CAP,[]
Game Design UCrt,[]
Gender & Women's Studies BA,"['Personal and social responsibility anchored through active involvement with diverse communities and real-world challenges. This category may include things like developing critical self and social awareness, applying ethical frameworks, learning through engaged practices.', 'Personal and social responsibility anchored through active involvement with diverse communities and real-world challenges. This category may include things like developing critical self and social awareness, applying ethical frameworks, learning through engaged practices.']"
Gender & Women's Studies GCrt,[]
Gender & Women's Studies MA,"['Acknowledge and engage in ethical courses of action in research and collaborative practice.', 'Acknowledge and engage in ethical courses of action in research and collaborative practice.']"
Gender & Women's Studies UCrt,"['Personal and social responsibility anchored through active involvement with diverse communities and real-world challenges. This category may include things like developing critical self and social awareness, applying ethical frameworks, learning through engaged practices.', 'Personal and social responsibility anchored through active involvement with diverse communities and real-world challenges. This category may include things like developing critical self and social awareness, applying ethical frameworks, learning through engaged practices.']"
Genetic Counslr St MGCS,"['Act in accordance with the ethical, legal and philosophical principles and values of the genetic counseling profession and the policies of one?s institution or organization.\\\\n']"
Genetics & Genomics BS,"['Demonstrate team-work, interpersonal and problem-solving skills to address societal, ethical and scientific issues related to genetics, and communicate their findings through written, oral and multi-media reports. ']"
Genetics MS,['Receive training in professional ethics and the responsible conduct of science.']
Genetics PHD,['Receive training in professional ethics and the responsible conduct of science.']
Geographic Info Systems CAP,[]
Geography BA,"['A broad spectrum of geographical knowledge and skills, as well as a degree of expertise in a specific sub-field of the discipline (Human, People-Environment, Physical, Cart/GIS).']"
Geography MS,['Recognizes and applies principles of ethical and professional conduct.']
Geography PHD,['Fosters ethical and professional conduct.']
Geological Engineering BS,"['an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives', 'an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts', 'an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives']"
Geological Engineering MS,['Recognize and apply principles of ethical and professional conduct.']
Geological Engineering PHD,['Fosters ethical and professional conduct.']
Geology & Geophysics BA,[]
Geoscience MS,['Recognizes and applies principles of ethical and professional conduct.']
Geoscience PHD,['Fosters ethical and professional conduct.']
German BA,"[' Interpret and comprehend written, visual, and auditory texts in German representing a broad spectrum of genres, topics, time periods, and geographical regions. Recognize social, cultural, and linguistic diversity in spoken and written language. Identify key idea, features, or themes of texts in a variety of genres and forms. ', 'Recognize and explain products, practices, and perspectives of the German-speaking world and the cultural, historical, social, and political context in which they were created. Demonstrate awareness of similarities, differences, and diversity by contrasting culturally situated beliefs and behaviors of the German-speaking world with those found in their own culture. Develop breadth and depth of cross-cultural knowledge and competence.   ', 'Apply principles of ethical and professional conduct in each course and at all levels of instruction, thereby upholding the core values of academic integrity (personal responsibility and accountability). ', 'Apply principles of ethical and professional conduct in each course and at all levels of instruction, thereby upholding the core values of academic integrity (personal responsibility and accountability). ']"
German BSE,[]
German MA,['Recognizes and applies principles of ethical and professional conduct.']
German PHD,['Fosters ethical and professional conduct.']
German UCrt,[]
Global Health BS,"['Describe the current status of health, well-being and sustainability for humans and all life, the environment, and the planet.', 'Compare and contrast health and environmental conditions in the context of local settings and our state with national, international and global settings.', 'Demonstrate interpersonal and communication skills necessary for teamwork and leadership, ethical conduct, cross-cultural collaboration and civic engagement.', 'Describe the current status of health, well-being and sustainability for humans and all life, the environment, and the planet.', 'Use a systems approach to analyze complex relationships related to creating conditions for healthy life, sustainability and survival and describe the challenges and opportunities related to sustainable systems and survival.', 'Describe the current status of health, well-being and sustainability for humans and all life, the environment, and the planet.']"
Global Health CAP,"[""Exhibit the ability for growth in one's approach to global health work through self-assessment and structured reflection (such as: personal biases and perspectives, views on equity and disparities, personal limitations)."", ""Demonstrate the ability to integrate information from multiple perspectives into an assessment of a country/location's health status (such as: history, politics, culture, societal structure, economics, environmental sciences, health care system(s), health databases, disease epidemiology, human rights, human subjects protections)."", ""Exhibit the ability for growth in one's approach to global health work through self-assessment and structured reflection (such as: personal biases and perspectives, views on equity and disparities, personal limitations)."", 'Model ethical behavior in global health engagement (such as: appreciation of the bidirectional nature of learning and mutual benefits between stakeholders and learners, cultural humility and flexibility, recognition of the importance of program sustainability over time, openness to new information/ideas).', ""Demonstrate the ability to integrate information from multiple perspectives into an assessment of a country/location's health status (such as: history, politics, culture, societal structure, economics, environmental sciences, health care system(s), health databases, disease epidemiology, human rights, human subjects protections)."", 'Model ethical behavior in global health engagement (such as: appreciation of the bidirectional nature of learning and mutual benefits between stakeholders and learners, cultural humility and flexibility, recognition of the importance of program sustainability over time, openness to new information/ideas).']"
